sw,op,arch,func,file_name,response
openssl-101u,O0,x86,asn1_bio_callback_ctrl,./data/decomp/openssl-101u_x86_gcc_O0_extraction/asn1_bio_callback_ctrl@081e50a0.c,"The function takes in three parameters: param_1, param_2, and param_3. It checks if the value stored at the memory address pointed to by (param_1 + 0x24) is not equal to NULL. If it is not NULL, then it calls the BIO_callback_ctrl function with the parameters param_2 and param_3, passing the value stored at the memory address pointed to by (param_1 + 0x24) as the first argument. Finally, it returns the value returned by BIO_callback_ctrl. If the value stored at the memory address pointed to by (param_1 + 0x24) is NULL, then the function returns 0."
openssl-101u,O0,x86,asn1_bio_ctrl,./data/decomp/openssl-101u_x86_gcc_O0_extraction/asn1_bio_ctrl@081e5160.c,"The function `asn1_bio_ctrl` takes in a `bio_st` structure pointer `param_1`, an integer `param_2`, a long integer `param_3`, and an integer pointer `param_4`. The function first checks if the `ptr` field of the `bio_st` structure is NULL. If it is, the function returns 0. If `param_2` is 0x97, the function sets the 10th and 11th elements of the `piVar2` array (which is a pointer to the `bio_st` structure's `ptr` field) to the values pointed to by `param_4` and `param_4[1]`, respectively, and returns 1. If `param_2` is 0x95, the function sets the 8th and 9th elements of the `piVar2` array to the values pointed to by `param_4`."
openssl-101u,O0,x86,asn1_bio_free,./data/decomp/openssl-101u_x86_gcc_O0_extraction/asn1_bio_free@081e50c0.c,"The function takes an integer parameter, assumed to be a pointer to a BIO structure. It retrieves the pointer to the internal data buffer of the BIO structure. If this pointer is not null, it checks if the pointer to the data buffer inside the internal data buffer is also not null. If it is not null, it frees the memory allocated for the data buffer. It then frees the memory allocated for the internal data buffer. Finally, it sets some fields of the BIO structure to zero and returns 1 to indicate success. If the pointer to the internal data buffer is null, it returns 0 to indicate failure."
openssl-101u,O0,x86,asn1_bio_write,./data/decomp/openssl-101u_x86_gcc_O0_extraction/asn1_bio_write@081e5460.c,"The `asn1_bio_write` function in OpenSSL library writes ASN.1 data to a BIO object. It takes a pointer to a BIO object, a pointer to a buffer containing the data to be written, and the length of the data as parameters. The function validates the input parameters and returns 0 if any of them are invalid. It uses a state machine with five states to keep track of the progress of the write operation. The initial state is 0 and the function transitions to state 3 if the data being written is an ASN.1 object."
openssl-101u,O0,x86,BIO_asn1_get_suffix,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BIO_asn1_get_suffix@081e5870.c,"The function takes a BIO object, a pointer to a pointer to an undefined type called ""psuffix"", and a pointer to a pointer to an undefined type called ""psuffix_free"". The function returns an integer value. The function first declares a local variable ""lVar1"" of type long and a local variable ""local_18"" of type pointer to undefined type. It also declares a local variable ""local_14"" of type pointer to undefined type and initializes it to NULL. It declares a local variable ""local_10"" of type integer and initializes it to the value at the memory location pointed to by the expression ""*(int *)(in_GS_OFFSET + 0x14)"". The function then calls the BIO_ctrl function with the BIO object, a control command value of 0x98, a parameter value of 0, and a pointer to ""local_18"". This function returns a long value that is stored in ""lVar1"". If the value of ""local_18"" is not NULL, the function sets the value of ""psuffix"" to the value of ""local_18"" and sets the value of ""psuffix_free"" to the value of ""local_14"". The function then returns 1. If ""local_18"" is NULL, the function sets the value of ""psuffix"" to NULL and sets the value of ""psuffix_free"" to NULL. The function then returns 0."
openssl-101u,O0,x86,BIO_asn1_set_prefix,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BIO_asn1_set_prefix@081e5770.c,"The function BIO_asn1_set_prefix takes in three arguments: a BIO object pointer (b), a pointer to an undefined1 variable (prefix), and a pointer to another undefined1 variable (prefix_free). The function initializes a local variable local_10 to the value of *(int *)(in_GS_OFFSET + 0x14), sets local variables local_18 and local_14 to the values of prefix and prefix_free, respectively, and then calls the BIO_ctrl function with parameters b, 0x95, 0, and a pointer to local_18. Finally, the function checks if the value of local_10 is still equal to *(int *)(in_GS_OFFSET + 0x14)."
openssl-101u,O0,x86,BN_get0_nist_prime_224,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BN_get0_nist_prime_224@081e58e0.c,The function returns a pointer to a BIGNUM structure that contains the NIST prime number for 224-bit elliptic curve cryptography. The value of the prime number is stored in the global variable _bignum_nist_p_224. The function does not take any parameters and its calling convention is unknown.
openssl-101u,O0,x86,BN_get0_nist_prime_384,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BN_get0_nist_prime_384@081e5900.c,"The function returns a pointer to a BIGNUM struct that contains the NIST prime number with 384 bits, stored in a static memory location called ""_bignum_nist_p_384"". The calling convention of the function is unknown."
openssl-101u,O0,x86,BN_GF2m_add,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BN_GF2m_add@081dfc60.c,"The function BN_GF2m_add takes in three parameters: a BIGNUM pointer param_1, an integer pointer param_2, and another integer pointer param_3. It returns an integer value. The function first checks the sizes of param_2 and param_3 and swaps them if necessary, so that param_2 always contains the smaller value. It then checks if the size of param_1 is large enough to hold the result and expands it if necessary. Next, the function performs a bitwise XOR operation between the integers pointed to by param_2 and param_3 and stores the result in the BIGNUM pointed to by param_1. The function also updates the top field of param_1 to reflect the new size of the BIGNUM. Finally, the function removes any trailing zeros from the BIGNUM and returns 1 to indicate success."
openssl-101u,O0,x86,BN_GF2m_mod,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BN_GF2m_mod@081dfe00.c,"The function BN_GF2m_mod takes two BIGNUM pointers (param_1 and param_2) and an integer pointer (param_3) as input parameters. It returns an undefined 4-byte value. The function first checks if the second integer in the integer pointer (param_3[1]) is equal to zero. If it is, an error message is printed and the function returns 0. If param_3[1] is not zero, the function calculates the positions of the set bits in the binary representation of the second BIGNUM (param_2) and stores them in an array called local_38. If there are more than 6 set bits, an error message is printed and the function returns 0. If the first element of local_38 is zero, the function sets the first BIGNUM (param_1) to zero and returns 1. If the first element of local_38 is not zero, the function checks if param."
openssl-101u,O0,x86,BN_GF2m_mod_arr,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BN_GF2m_mod_arr@081dfd60.c,"This function takes in three parameters: two BIGNUM pointers and an integer pointer. It first checks if the integer pointed to by the third parameter is zero, and if it is, sets the value of the first BIGNUM pointer to zero and returns 1. If the integer is not zero, the function checks if the first BIGNUM pointer is equal to the second BIGNUM pointer. If they are not equal, the function expands the first BIGNUM pointer to have the same number of words as the second BIGNUM pointer, and copies the values of the second BIGNUM pointer into the first BIGNUM pointer. The function then calls another function, BN_GF2m_mod_arr_part_0(), and returns its result."
openssl-101u,O0,x86,BN_GF2m_mod_div,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BN_GF2m_mod_div@081e1700.c,"The function BN_GF2m_mod_div performs modular division in a binary field GF(2^m). It takes in four parameters: an undefined value param_1, an undefined value param_2, a BIGNUM pointer param_4 representing the dividend, and a BN_CTX pointer param_5. The function first starts a BN_CTX context using BN_CTX_start and allocates memory for a BIGNUM pointer pBVar2 using BN_CTX_get. It then computes the modular inverse of the divisor param_3 with respect to the binary field using BN_GF2m_mod_inv. If the modular inverse cannot be computed or memory allocation fails, the function returns 0. Next, the function computes the number of bits in the dividend using BN_num_bits and adds 1 to get the number of words needed to represent the dividend. It then allocates memory for an array of integers using CRYPTO_malloc. If the dividend has a top value of 0, indicating that it is..."
openssl-101u,O0,x86,BN_GF2m_mod_div_arr,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BN_GF2m_mod_div_arr@081e18b0.c,"This function starts two BN_CTX contexts, creates a BIGNUM object ""a"", sets its bits specified by an array, calculates the inverse of ""a"" modulo a parameter, calculates the number of bits in ""a"", iterates through the bits and stores the bit positions of the set bits in an array. It returns 0 if there are no set bits or if the memory allocation failed. Finally, it calls BN_GF2m_mod_mul_arr with several parameters."
openssl-101u,O0,x86,BN_GF2m_mod_mul,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BN_GF2m_mod_mul@081e0dc0.c,"The function BN_GF2m_mod_mul is a part of the OpenSSL library and is used for performing multiplication of two elements in a finite field GF(2^m). The function takes five parameters, including three integers and two pointers to BIGNUM structures. The function first calculates the number of bits in the first BIGNUM parameter and allocates memory for an array of integers to store the indices of non-zero bits in the BIGNUM parameter. If the allocation fails, the function returns 0. Next, the function checks if the first BIGNUM parameter is non-zero and iterates over its words to find the indices of non-zero bits using bit manipulation. The indices are stored in the previously allocated array. The function then checks if the number of non-zero bits is less than or equal to the number of bits in the first BIGNUM parameter plus one. If not, the function returns an error. Otherwise, it calls the function BN_GF2m_mod_mul."
openssl-101u,O0,x86,BN_GF2m_mod_mul_arr,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BN_GF2m_mod_mul_arr@081e0190.c,"The first function, BN_GF2m_mod_mul_arr, is a function in OpenSSL's implementation of elliptic curve cryptography that performs multiplication of two binary polynomials in GF(2^m) field. It takes in four input parameters and uses a lookup table for squaring and a precomputed table for multiplication.

The second function takes in three parameters and performs a series of operations on the input buffer using the integers in the array as constants, and stores the result in the output buffer.

The third function, a decompiled version of BN_GF2m_mod_arr, performs modular reduction of a binary polynomial represented as a BIGNUM in GF(2^m) field. It takes in five parameters and checks if the input BIGNUM is zero before performing the reduction."
openssl-101u,O0,x86,BN_GF2m_mod_sqr,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BN_GF2m_mod_sqr@081e0f10.c,"The function BN_GF2m_mod_sqr performs a modular squaring operation on a BIGNUM object in GF(2^m) field, where m is a positive integer. It calculates the number of bits in the BIGNUM object, allocates memory for a temporary array of integers to store the positions of the non-zero bits in the BIGNUM object, and iterates through the BIGNUM object to store the positions of the non-zero bits in the temporary array. If the temporary array is not empty, the function calls BN_GF2m_mod_sqr_arr to perform the modular squaring operation on the temporary array, and returns the result. If the temporary array is empty, the function returns 0. The function also handles memory allocation errors and reports them using the ERR_put_error function."
openssl-101u,O0,x86,BN_GF2m_mod_sqrt,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BN_GF2m_mod_sqrt@081e1eb0.c,"The function BN_GF2m_mod_sqrt calculates the square root of a binary field element using a polynomial basis. It takes in four parameters: param_1 (a BIGNUM pointer), param_2 (an integer), param_3 (another BIGNUM pointer), and param_4 (a BN_CTX pointer). The function first calculates the number of bits in param_3 and allocates memory accordingly. It then converts param_3 into an array of bit positions using a bitwise operation. If the first bit in the bit position array is set, it performs a modular exponentiation operation using BN_GF2m_mod_exp_arr and sets the result in param_1. If the first bit is not set, it sets param_1 to 0. Finally, the function frees the memory allocated and returns the result of the operation (either 0 or 1)."
openssl-101u,O0,x86,BN_GF2m_mod_sqr_arr,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BN_GF2m_mod_sqr_arr@081dff80.c,"The function takes in four parameters: a BIGNUM pointer, two integer pointers, and a BN_CTX pointer. It returns a boolean value. The function starts the BN_CTX and creates a new BIGNUM object called ""a"" using the BN_CTX_get function. If a is NULL, the function returns false. If a is not NULL, the function proceeds to square the input array (param_2) and store the result in a using a precomputed lookup table called SQR_tb. The function then checks if the second input integer pointer (param_3) is equal to zero. If it is, the function sets the output BIGNUM pointer (param_1) to zero and returns true. If param_3 is not zero, the function checks if param_1 is equal to a. If they are not equal, it expands param."
openssl-101u,O0,x86,BN_kronecker,./data/decomp/openssl-101u_x86_gcc_O0_extraction/BN_kronecker@081deef0.c,"The BN_kronecker function calculates the Kronecker symbol of two BIGNUMs (a and b) using the binary method. It allocates memory for two BIGNUMs, a_00 and a_01, using the BN_CTX_start and BN_CTX_get functions. It copies the value of a into a_00 and b into a_01 using the BN_copy function. If either a_01 or a_00 are NULL, it returns an error code (-2). If a_01 is empty, it sets the result to 0xfffffffe and returns it. Otherwise, it checks if either a_00 or a_01 are odd. If either is odd, it sets a variable uVar4 to 0 and then finds the lowest bit where a_01 is set to 1 using the BN_is_bit_set function. It then shifts a_01 to the right by u."
openssl-101u,O0,x86,by_dir_entry_free,./data/decomp/openssl-101u_x86_gcc_O0_extraction/by_dir_entry_free@08166860.c,"The function ""by_dir_entry_free"" frees the memory allocated for a ""by_dir_entry"" structure, which contains a pointer to a hash table and other metadata. It takes a double pointer ""param_1"" as input and first checks if the value pointed to by ""param_1"" is not NULL. If it is not NULL, it frees the memory using the ""CRYPTO_free"" function. Next, it checks if the value pointed to by the third element of ""param_1"" (which is cast to a ""_STACK*"" type) is not NULL. If it is not NULL, it frees the memory using the ""sk_pop_free"" function with the ""by_dir_hash_free"" function as the second argument. Finally, it frees the memory pointed to by ""param_1"" using the ""CRYPTO_free"" function."
openssl-101u,O0,x86,cswift_rand_bytes,./data/decomp/openssl-101u_x86_gcc_O0_extraction/cswift_rand_bytes@0819edc0.c,"The function uses CryptoSwift to generate random bytes, taking in an array of 32-bit integers and the number of bytes to generate as parameters. It acquires an access context and generates random bytes in chunks of 1024 bytes until the remaining number of bytes is less than or equal to 1024. It then generates the remaining bytes and stores them in the input array. If any errors occur, it sets an error code and returns 0. If successful, it returns 1."
openssl-101u,O0,x86,d2i_GOST_CLIENT_KEY_EXCHANGE_PARAMS,./data/decomp/openssl-101u_x86_gcc_O0_extraction/d2i_GOST_CLIENT_KEY_EXCHANGE_PARAMS@081d9f40.c,"The function takes in three parameters: a pointer to an ASN1_VALUE object (param_1), a double pointer to a uchar object (param_2), and a long integer (param_3). It then calls the ASN1_item_d2i function, passing in the three parameters and a pointer to an ASN1_ITEM object representing the GOST_CLIENT_KEY_EXCHANGE_PARAMS type. This function decodes the binary data pointed to by param_2 into an ASN1_VALUE object of the type specified by the ASN1_ITEM object. The function returns without any explicit return value."
openssl-101u,O0,x86,d2i_GOST_KEY_PARAMS,./data/decomp/openssl-101u_x86_gcc_O0_extraction/d2i_GOST_KEY_PARAMS@081d9e40.c,"The function takes in three parameters: a double pointer to an ASN1_VALUE, a double pointer to an unsigned character array, and a long integer. It uses the ASN1_item_d2i() function to decode the GOST_KEY_PARAMS_it ASN1_ITEM from the uchar array pointed to by the second parameter, and store the decoded data in the ASN1_VALUE pointed to by the first parameter. The function does not return anything."
openssl-101u,O0,x86,decode_gost_algor_params,./data/decomp/openssl-101u_x86_gcc_O0_extraction/decode_gost_algor_params@081d79d0.c,"The function decodes GOST algorithm parameters from an X509_ALGOR structure and sets them in an EVP_PKEY structure. It determines the type of key (EC or DSA) based on the algorithm OID and sets the EVP_PKEY type accordingly. If the key is an EC key, it creates a new EC_KEY object and fills it with the GOST2001 parameters. If the key is a DSA key, it creates a new DSA object and fills it with the GOST94 parameters. If any errors occur during the decoding process, the function returns 0. Otherwise, it returns 1."
openssl-101u,O0,x86,DES_xcbc_encrypt,./data/decomp/openssl-101u_x86_gcc_O0_extraction/DES_xcbc_encrypt@081de220.c,"The two functions implement encryption using the DES block cipher. The first function uses the DES-XCBC algorithm to provide message authentication, while the second function uses the CBC mode to encrypt the input message. Both functions take in a key, an initialization vector, and an input buffer, and output the encrypted message. The length of the message is specified as a parameter in the first function, while the second function pads any remaining bytes in the input buffer with zeros. The first function also generates a key for the message authentication code using the parameters ""inw"" and ""outw""."
openssl-101u,O0,x86,dgram_ctrl,./data/decomp/openssl-101u_x86_gcc_O0_extraction/dgram_ctrl@0811e8c0.c,"The first function, `dgram_ctrl`, takes four parameters: an integer `param_1`, an undefined 4-byte value `param_2`, a size_t value `param_3`, and a pointer to an undefined 4-byte value `param_4`. The function performs various actions related to socket options depending on the value of `param_2`.

The second function takes four parameters: a pointer to a structure, an operation code, a pointer to a source buffer, and a pointer to a destination buffer. The function checks if the operation code is valid and performs the corresponding operation on the source buffer, storing the result in the destination buffer."
openssl-101u,O0,x86,dlfcn_bind_func,./data/decomp/openssl-101u_x86_gcc_O0_extraction/dlfcn_bind_func@081e4600.c,"The function takes in two integer parameters, param_1 and param_2. It first checks if either of the parameters are equal to zero, and if so, sets the variable iVar1 to 0x43 and line to 0x109. Otherwise, it checks the number of values in a stack located at the memory address stored in param_1+4. If the number of values is less than 1, it sets iVar1 to 0x69 and line to 0x10d. If there is at least one value in the stack, it retrieves the last value and attempts to find a symbol with the name stored in param_2 using the dlsym function. If dlsym returns a non-zero value, the function returns that value. If dlsym returns zero, the function sets an error message using the ERR_put_error and ERR_add_error_data functions, and returns 0."
openssl-101u,O0,x86,dlfcn_bind_var,./data/decomp/openssl-101u_x86_gcc_O0_extraction/dlfcn_bind_var@081e4700.c,"The function takes in two parameters, param_1 and param_2. It checks if either of the parameters are equal to 0, and if so, it sets the variable ""line"" to 0xeb and returns the integer value 0x43. If both parameters are non-zero, it retrieves the number of elements in a stack stored at the memory address pointed to by (param_1 + 4). If the number of elements is less than 1, it sets the variable ""line"" to 0xef and returns the integer value 0x69. If the number of elements is greater than or equal to 1, it retrieves the last element in the stack and attempts to find a symbol with the name specified by param_2 within the library pointed to by the retrieved element. If the symbol is found, it returns the integer value of the symbol. If the symbol is not found, it sets the variable ""line"" to 0xf9, adds."
openssl-101u,O0,x86,dlfcn_globallookup,./data/decomp/openssl-101u_x86_gcc_O0_extraction/dlfcn_globallookup@081e4320.c,"The function takes in an argument of type undefined4 and returns an undefined4 value. It calls the dlopen function with arguments 0 and 1 to open the dynamic library specified by the filename 0 with the RTLD_LAZY flag. If dlopen fails to open the library, the function returns 0. If dlopen is successful, the function then calls dlsym with the handle returned by dlopen and the symbol name specified by the argument param_1. This function returns a pointer to the symbol if it is found in the library, or NULL if it is not found. The function then calls dlclose with the handle returned by dlopen to close the library, regardless of whether dlsym was successful or not. Finally, the function returns the value returned by dlsym (i.e., a pointer to the symbol or NULL). Overall, this function is a wrapper for the dlsym function."
openssl-101u,O0,x86,doapr_outch.constprop.0,./data/decomp/openssl-101u_x86_gcc_O0_extraction/doapr_outch.constprop.0@0811a260.c,"The function takes four parameters, two of which are pointers to pointers, and two of which are pointers to unsigned integers. It first checks if the second parameter is NULL or if the value pointed to by the third parameter is not equal to the value pointed to by the fourth parameter. If either of these conditions is true, the function jumps to a label and checks if the value pointed to by the fourth parameter is less than or equal to the value pointed to by the third parameter. If it is, the function returns 1. If not, the function checks if the value pointed to by the first parameter is NULL. If it is, the function returns 0. If the second parameter is not NULL and the value pointed to by the third parameter is equal to the value pointed to by the fourth parameter, the function checks if the value pointed to by the third parameter is greater than 0x7ffffbff. If it is, the function returns 0. Otherwise, the"
openssl-101u,O0,x86,dtls1_link_min_mtu,./data/decomp/openssl-101u_x86_gcc_O0_extraction/dtls1_link_min_mtu@080bb4c0.c,"The function dtls1_link_min_mtu returns a value of 0x100, which is 256 in decimal and is likely the minimum MTU for a DTLS link."
openssl-101u,O0,x86,ec_GFp_mont_field_encode,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_mont_field_encode@081e2b20.c,"The function takes four parameters: an integer, a pointer to a BIGNUM structure (param_2), a pointer to another BIGNUM structure (param_3), and a BN_CTX structure (param_4). It retrieves a BN_MONT_CTX pointer from the integer parameter's offset +0xa0. If the pointer is not null, the function performs modular multiplication of param_2 and param_3 using the BN_mod_mul_montgomery function with the montgomery multiplication context, RR, from the BN_MONT_CTX structure. The result is stored in param_2. If the BN_MONT_CTX pointer is null, the function generates an error using the ERR_put_error function and returns 0."
openssl-101u,O0,x86,ec_GFp_mont_field_sqr,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_mont_field_sqr@081e2ac0.c,"The function takes four parameters: an integer, a BIGNUM pointer, another BIGNUM pointer, and a BN_CTX pointer. If the BN_MONT_CTX pointer stored at offset 0xa0 of the integer parameter is not NULL, the function computes the square of the second BIGNUM parameter using Montgomery multiplication with the third BIGNUM parameter and the BN_MONT_CTX pointer. The result is stored in the first BIGNUM parameter. The function returns the result of the multiplication. If the BN_MONT_CTX pointer is NULL, the function generates an error using the ERR_put_error function and returns 0."
openssl-101u,O0,x86,ec_GFp_mont_group_init,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_mont_group_init@081e26d0.c,"The `ec_GFp_mont_group_init` function initializes a Montgomery elliptic curve group by calling `ec_GFp_simple_group_init` to initialize the group as a simple elliptic curve group. It sets two additional parameters to zero that are specific to Montgomery curves and used in group operations, and then returns."
openssl-101u,O0,x86,ec_GFp_nist_field_mul,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_nist_field_mul@081e2e50.c,"The function takes four parameters: an integer, two BIGNUM pointers, and a BN_CTX pointer. It returns a boolean value. The function first checks if any of the input parameters are NULL. If so, it logs an error message using the ERR_put_error function. If the BN_CTX pointer is NULL, the function creates a new BN_CTX object using the BN_CTX_new function. It then multiplies the second and third BIGNUMs together using the BN_mul function and stores the result in the first BIGNUM. It then reduces the result modulo a specific value using a function pointer stored in the integer parameter. Finally, it frees the BN_CTX object and returns a boolean value indicating whether the multiplication and reduction were successful. If the BN_CTX pointer is not NULL, the function simply multiplies the second and third BIGNUMs together using the BN_mul function and stores the result in the first BIGNUM. It then reduces the result modulo a specific value using a function pointer."
openssl-101u,O0,x86,ec_GFp_nist_group_copy,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_nist_group_copy@081e2c50.c,The `ec_GFp_nist_group_copy` function copies the value at offset 0xa8 from the second elliptic curve group structure to the same offset in the first structure. It then calls `ec_GFp_simple_group_copy` to copy the rest of the data. The function does not return any explicit value.
openssl-101u,O0,x86,ec_GFp_nist_group_set_curve,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_nist_group_set_curve@081e2c70.c,"The function `ec_GFp_nist_group_set_curve` sets the curve parameters for a group of elliptic curve points. It takes in five parameters: an integer, a BIGNUM pointer, and three undefined 4-byte values. If the fifth parameter, `param_5`, is null, it creates a new BN_CTX object and starts it. If `param_5` is not null, it starts a new BN_CTX object. It then gets the NIST prime number for curves of size 192, 224, 256, 384, and 521 bits, and compares it with the second parameter, `param_2`, which is the curve modulus. If `param_2` is equal to one of the NIST primes, the function sets a function pointer to the corresponding NIST modulus function and calls `ec_GFp_simple_group_set_curve` to set the curve parameters. If `param_2` is not equal to any of the NIST primes, the function does not set the curve parameters."
openssl-101u,O0,x86,ec_GFp_simple_get_Jprojective_coordinates_GFp,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_simple_get_Jprojective_coordinates_GFp@081e77c0.c,"The function takes in six parameters: an integer pointer, an integer, and four BIGNUM pointers. It returns a boolean value. The function first checks if a certain integer value (stored at an offset of the integer pointer) is equal to zero. If it is, it checks if the three BIGNUM pointers (param_3, param_4, and param_5) are null or not. If any of them are not null, it copies the corresponding BIGNUM value from the input integer array to the corresponding output BIGNUM pointer and returns true. If all three output BIGNUM pointers are null, it returns true. If the integer value is not zero, it creates a BN_CTX object if the input BN_CTX pointer is null. It then calls a function pointer stored in the integer array (at an offset of 0x94) with the input integer array, the output BIGNUM pointer, and the corresponding input BIGNUM pointer as arguments."
openssl-101u,O0,x86,ec_GFp_simple_group_check_discriminant,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_simple_group_check_discriminant@081e7990.c,"The function `ec_GFp_simple_group_check_discriminant` checks if the discriminant of a given elliptic curve over a finite field is non-zero. It takes two arguments: an integer pointer `param_1` which contains information about the elliptic curve, and a `BN_CTX` pointer `param_2` which is used for temporary storage during calculations. The function first initializes a `BN_CTX` if `param_2` is null. It then allocates five `BIGNUM` variables using `BN_CTX_get` for temporary storage. If the elliptic curve's `a` and `a_00` coefficients are already present in `param_1`, they are copied to the `BIGNUM` variables `a` and `a_00` respectively. Otherwise, the function calls the appropriate function pointer (if present) to compute `a` and `a_00` from `param_1`. Next, the function checks if either `a` or `a_00` is zero, and returns an error code if so."
openssl-101u,O0,x86,ec_GFp_simple_group_clear_finish,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_simple_group_clear_finish@081e7420.c,"The `ec_GFp_simple_group_clear_finish` function takes an integer parameter, likely a pointer to an elliptic curve group structure, and frees three BIGNUM variables within the structure representing parameters of the elliptic curve group. The function does not return any value."
openssl-101u,O0,x86,ec_GFp_simple_group_copy,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_simple_group_copy@081e8570.c,"The function copies BIGNUM values, order, and cofactor from one elliptic curve group to another, both represented by integer pointers to structures. It returns 1 if the copy operation is successful and 0 otherwise."
openssl-101u,O0,x86,ec_GFp_simple_group_get_degree,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_simple_group_get_degree@081e7490.c,"The function takes a single integer parameter representing an elliptic curve group and calls the OpenSSL library function BN_num_bits() on a BIGNUM object located at an offset of 0x48 bytes from the start of the structure. This function calculates the number of bits in the BIGNUM object, which represents the order of the group. The result is not returned or stored anywhere, indicating that this function is used for informational purposes only."
openssl-101u,O0,x86,ec_GFp_simple_group_set_curve,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_simple_group_set_curve@081e8660.c,"The function sets parameters for an elliptic curve over a finite field using four large integers as input. It checks that the modulus is valid, creates a BN_CTX object if one is not provided, and computes the remainder of the second parameter modulo the modulus. It also allocates temporary storage for two BIGNUMs and sets the sign of the modulus to positive. There is an optional function pointer stored."
openssl-101u,O0,x86,ec_GFp_simple_invert,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_simple_invert@081e9390.c,"The function takes in an EC_GROUP pointer and an EC_POINT pointer. It checks if the point is at infinity or has a zero z-coordinate. If the point is not at infinity and has a non-zero z-coordinate, it calculates the inverse of the point using a BN_usub() function call and returns the result. If the point is at infinity or has a zero z-coordinate, it returns 1 indicating that the inverse does not exist."
openssl-101u,O0,x86,EC_GFp_simple_method,./data/decomp/openssl-101u_x86_gcc_O0_extraction/EC_GFp_simple_method@081e9ed0.c,"The function returns a pointer to an EC_METHOD object from an external library or header file. It has no input parameters, and the warning message suggests it may use an unrecognized calling convention and have additional parameters not visible in the decompiled code."
openssl-101u,O0,x86,ec_GFp_simple_point_copy,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_simple_point_copy@081e85f0.c,"The function takes in two parameters, param_1 and param_2, which are pointers to structures containing BIGNUM values. The function copies the BIGNUM values stored at offsets 4, 0x18, and 0x2c in the structure pointed to by param_2 to the structure pointed to by param_1 at the same offsets. It also copies the 4-byte value stored at offset 0x40 in the structure pointed to by param_2 to the same offset in the structure pointed to by param_1. The function returns 1 if all copy operations are successful and 0 otherwise."
openssl-101u,O0,x86,ec_GFp_simple_point_finish,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_simple_point_finish@081e73f0.c,"The function takes an integer parameter (param_1) which is assumed to be a pointer to a structure representing an elliptic curve point in the GF(p) field. It frees the memory allocated for the x-coordinate, y-coordinate, and z-coordinate of the point using the BN_free() function from OpenSSL's BIGNUM library. This function is responsible for freeing the memory allocated for an elliptic curve point in the GF(p) field."
openssl-101u,O0,x86,ec_GFp_simple_point_get_affine_coordinates,./data/decomp/openssl-101u_x86_gcc_O0_extraction/ec_GFp_simple_point_get_affine_coordinates@081e7c00.c,"The function takes an EC_POINT and EC_GROUP structure along with BN_CTX and BIGNUM structures for temporary and output storage. It checks if the point is at infinity and returns false if it is. If a BN_CTX structure is not provided, the function creates one and allocates four BIGNUM structures for temporary storage. It then computes the x-coordinate of the input point using the elliptic curve group's point multiplication function, if defined. If the x-coordinate is not equal to 1, it computes the inverse of the x-coordinate modulo the order of the curve, and uses it to compute the y-coordinate of the input point using the curve equation. If the curve does not have a point multiplication function defined, the function uses a pre-defined function to compute the x-coordinate of the input."
