g0_sw,g0_op,g0_arch,g0_func,g0_filename,g1_sw,g1_op,g1_arch,g1_func,g1_filename,ground_truth
openssl-101u,O2,arm,57,./data/decomp/openssl-101u_arm_gcc_O2_extraction/param_print_gost94@00119970.c,openssl-101u,O0,mips,57,./data/decomp/openssl-101u_mips_gcc_O0_extraction/param_print_gost94@0061a1ac.c,1
openssl-101u,O2,arm,58,./data/decomp/openssl-101u_arm_gcc_O2_extraction/pkey_ctrl_gost@00119398.c,openssl-101u,O2,x86,58,./data/decomp/openssl-101u_x86_gcc_O2_extraction/pkey_ctrl_gost@081d90e0.c,1
openssl-101u,O2,arm,59,./data/decomp/openssl-101u_arm_gcc_O2_extraction/priv_encode_gost@00119560.c,openssl-101f,O0,arm,59,./data/decomp/openssl-101f_arm_gcc_O0_extraction/priv_encode_gost@0011a8d0.c,1
openssl-101u,O2,arm,55,./data/decomp/openssl-101u_arm_gcc_O2_extraction/param_copy_gost94@00118de8.c,openssl-101f,O1,x86,0,./data/decomp/openssl-101f_x86_gcc_O1_extraction/asn1_bio_callback_ctrl@081e4db0.c,0
openssl-101u,O2,arm,56,./data/decomp/openssl-101u_arm_gcc_O2_extraction/param_print_gost01@001199e4.c,openssl-101u,O3,x86,26,./data/decomp/openssl-101u_x86_gcc_O3_extraction/ec_GFp_mont_field_sqr@081e2ac0.c,0
openssl-101u,O2,arm,57,./data/decomp/openssl-101u_arm_gcc_O2_extraction/param_print_gost94@00119970.c,openssl-101f,O3,x86,26,./data/decomp/openssl-101f_x86_gcc_O3_extraction/ec_GFp_mont_field_sqr@081e2810.c,0
openssl-101u,O2,arm,58,./data/decomp/openssl-101u_arm_gcc_O2_extraction/pkey_ctrl_gost@00119398.c,openssl-101u,O0,arm,51,./data/decomp/openssl-101u_arm_gcc_O0_extraction/hash_step@0011aed8.c,0
openssl-101u,O2,arm,59,./data/decomp/openssl-101u_arm_gcc_O2_extraction/priv_encode_gost@00119560.c,openssl-101f,O1,x86,89,./data/decomp/openssl-101f_x86_gcc_O1_extraction/SSL_SESSION_free.part.2@080c59a0.c,0
openssl-101u,O2,arm,60,./data/decomp/openssl-101u_arm_gcc_O2_extraction/pub_encode_gost94@0011948c.c,openssl-101u,O2,mips,60,./data/decomp/openssl-101u_mips_gcc_O2_extraction/pub_encode_gost94@0061af08.c,1
openssl-101u,O2,arm,61,./data/decomp/openssl-101u_arm_gcc_O2_extraction/pub_print_gost94@00119a20.c,openssl-101f,O1,x86,61,./data/decomp/openssl-101f_x86_gcc_O1_extraction/pub_print_gost94@081d86a0.c,1
openssl-101u,O2,arm,62,./data/decomp/openssl-101u_arm_gcc_O2_extraction/RSA_padding_add_PKCS1_PSS@00120050.c,openssl-101f,O0,x86,62,./data/decomp/openssl-101f_x86_gcc_O0_extraction/RSA_padding_add_PKCS1_PSS@081e36a0.c,1
openssl-101u,O2,arm,63,./data/decomp/openssl-101u_arm_gcc_O2_extraction/RSA_verify_PKCS1_PSS@0011f9dc.c,openssl-101f,O0,mips,63,./data/decomp/openssl-101f_mips_gcc_O0_extraction/RSA_verify_PKCS1_PSS@00628440.c,1
openssl-101u,O2,arm,64,./data/decomp/openssl-101u_arm_gcc_O2_extraction/sha_block_data_order@0011bcf0.c,openssl-101u,O0,arm,64,./data/decomp/openssl-101u_arm_gcc_O0_extraction/sha_block_data_order@0011bcf0.c,1
openssl-101u,O2,arm,60,./data/decomp/openssl-101u_arm_gcc_O2_extraction/pub_encode_gost94@0011948c.c,openssl-101u,O3,mips,57,./data/decomp/openssl-101u_mips_gcc_O3_extraction/param_print_gost94@0061a1ac.c,0
openssl-101u,O2,arm,61,./data/decomp/openssl-101u_arm_gcc_O2_extraction/pub_print_gost94@00119a20.c,openssl-101u,O1,x86,82,./data/decomp/openssl-101u_x86_gcc_O1_extraction/gost_cipher_do_cnt@081da310.c,0
openssl-101u,O2,arm,62,./data/decomp/openssl-101u_arm_gcc_O2_extraction/RSA_padding_add_PKCS1_PSS@00120050.c,openssl-101f,O2,mips,3,./data/decomp/openssl-101f_mips_gcc_O2_extraction/asn1_bio_write@0062b500.c,0
openssl-101u,O2,arm,63,./data/decomp/openssl-101u_arm_gcc_O2_extraction/RSA_verify_PKCS1_PSS@0011f9dc.c,openssl-101f,O3,arm,52,./data/decomp/openssl-101f_arm_gcc_O3_extraction/i2d_GOST_KEY_AGREEMENT_INFO@0011b1b8.c,0
openssl-101u,O2,arm,64,./data/decomp/openssl-101u_arm_gcc_O2_extraction/sha_block_data_order@0011bcf0.c,openssl-101u,O3,mips,48,./data/decomp/openssl-101u_mips_gcc_O3_extraction/GOST_KEY_PARAMS_new@0061c260.c,0
openssl-101u,O2,arm,65,./data/decomp/openssl-101u_arm_gcc_O2_extraction/SHA_Final@0011cfd8.c,openssl-101f,O3,arm,65,./data/decomp/openssl-101f_arm_gcc_O3_extraction/SHA_Final@0011e364.c,1
openssl-101u,O2,arm,98,./data/decomp/openssl-101u_arm_gcc_O2_extraction/srp_verify_server_param@00068fc8.c,openssl-101u,O2,mips,98,./data/decomp/openssl-101u_mips_gcc_O2_extraction/srp_verify_server_param@004bb9ec.c,1
openssl-101u,O2,arm,99,./data/decomp/openssl-101u_arm_gcc_O2_extraction/SSLv23_method@000512ac.c,openssl-101u,O3,arm,99,./data/decomp/openssl-101u_arm_gcc_O3_extraction/SSLv23_method@000512ac.c,1
openssl-101u,O2,arm,66,./data/decomp/openssl-101u_arm_gcc_O2_extraction/start_hash@0011b880.c,openssl-101f,O2,x86,66,./data/decomp/openssl-101f_x86_gcc_O2_extraction/start_hash@081dc420.c,1
openssl-101u,O2,arm,90,./data/decomp/openssl-101u_arm_gcc_O2_extraction/surewarehk_finish@000f2ff4.c,openssl-101u,O1,arm,90,./data/decomp/openssl-101u_arm_gcc_O1_extraction/surewarehk_finish@000f2ff4.c,1
openssl-101u,O2,arm,65,./data/decomp/openssl-101u_arm_gcc_O2_extraction/SHA_Final@0011cfd8.c,openssl-101u,O3,x86,72,./data/decomp/openssl-101u_x86_gcc_O3_extraction/aep_mod_exp.part.0@0819cda0.c,0
openssl-101u,O2,arm,98,./data/decomp/openssl-101u_arm_gcc_O2_extraction/srp_verify_server_param@00068fc8.c,openssl-101u,O1,arm,30,./data/decomp/openssl-101u_arm_gcc_O1_extraction/ec_GFp_simple_group_clear_finish@001215f4.c,0
openssl-101u,O2,arm,99,./data/decomp/openssl-101u_arm_gcc_O2_extraction/SSLv23_method@000512ac.c,openssl-101u,O1,mips,60,./data/decomp/openssl-101u_mips_gcc_O1_extraction/pub_encode_gost94@0061af08.c,0
openssl-101u,O2,arm,66,./data/decomp/openssl-101u_arm_gcc_O2_extraction/start_hash@0011b880.c,openssl-101f,O0,arm,44,./data/decomp/openssl-101f_arm_gcc_O0_extraction/gost_cipher_ctl@0011b7dc.c,0
openssl-101u,O2,arm,90,./data/decomp/openssl-101u_arm_gcc_O2_extraction/surewarehk_finish@000f2ff4.c,openssl-101u,O2,mips,12,./data/decomp/openssl-101u_mips_gcc_O2_extraction/BN_GF2m_mod_mul_arr@00624144.c,0
openssl-101u,O2,arm,100,./data/decomp/openssl-101u_arm_gcc_O2_extraction/TLSv1_method@000525b8.c,openssl-101u,O1,arm,100,./data/decomp/openssl-101u_arm_gcc_O1_extraction/TLSv1_method@000525b8.c,1
openssl-101u,O2,arm,67,./data/decomp/openssl-101u_arm_gcc_O2_extraction/__aeabi_idivmod@00123244.c,openssl-101u,O0,arm,67,./data/decomp/openssl-101u_arm_gcc_O0_extraction/__aeabi_idivmod@00123244.c,1
openssl-101u,O2,arm,68,./data/decomp/openssl-101u_arm_gcc_O2_extraction/__libc_csu_init@00123954.c,openssl-101u,O2,x86,68,./data/decomp/openssl-101u_x86_gcc_O2_extraction/__libc_csu_init@081ea170.c,1
openssl-101u,O2,arm,69,./data/decomp/openssl-101u_arm_gcc_O2_extraction/__sha256_block_data_order_from_thumb@001239b8.c,openssl-101u,O3,arm,69,./data/decomp/openssl-101u_arm_gcc_O3_extraction/__sha256_block_data_order_from_thumb@001239b8.c,1
openssl-101u,O2,arm,70,./data/decomp/openssl-101u_arm_gcc_O2_extraction/__udivdi3@00123658.c,openssl-101f,O1,mips,70,./data/decomp/openssl-101f_mips_gcc_O1_extraction/__udivdi3@00630f60.c,1
openssl-101u,O2,arm,100,./data/decomp/openssl-101u_arm_gcc_O2_extraction/TLSv1_method@000525b8.c,openssl-101f,O3,arm,1,./data/decomp/openssl-101f_arm_gcc_O3_extraction/asn1_bio_ctrl@00122124.c,0
openssl-101u,O2,arm,67,./data/decomp/openssl-101u_arm_gcc_O2_extraction/__aeabi_idivmod@00123244.c,openssl-101f,O0,arm,23,./data/decomp/openssl-101f_arm_gcc_O0_extraction/dlfcn_bind_var@00121b3c.c,0
openssl-101u,O2,arm,68,./data/decomp/openssl-101u_arm_gcc_O2_extraction/__libc_csu_init@00123954.c,openssl-101f,O0,arm,20,./data/decomp/openssl-101f_arm_gcc_O0_extraction/decode_gost_algor_params@00119d30.c,0
openssl-101u,O2,arm,69,./data/decomp/openssl-101u_arm_gcc_O2_extraction/__sha256_block_data_order_from_thumb@001239b8.c,openssl-101f,O2,arm,67,./data/decomp/openssl-101f_arm_gcc_O2_extraction/__aeabi_idivmod@00124584.c,0
openssl-101u,O2,arm,70,./data/decomp/openssl-101u_arm_gcc_O2_extraction/__udivdi3@00123658.c,openssl-101f,O2,arm,58,./data/decomp/openssl-101f_arm_gcc_O2_extraction/pkey_ctrl_gost@0011a70c.c,0
openssl-101u,O2,arm,71,./data/decomp/openssl-101u_arm_gcc_O2_extraction/___armv7_tick_from_thumb@001239c0.c,openssl-101f,O0,arm,71,./data/decomp/openssl-101f_arm_gcc_O0_extraction/___armv7_tick_from_thumb@00124cd8.c,1
openssl-101u,O3,arm,0,./data/decomp/openssl-101u_arm_gcc_O3_extraction/asn1_bio_callback_ctrl@00120dd0.c,openssl-101u,O0,arm,0,./data/decomp/openssl-101u_arm_gcc_O0_extraction/asn1_bio_callback_ctrl@00120dd0.c,1
openssl-101u,O3,arm,1,./data/decomp/openssl-101u_arm_gcc_O3_extraction/asn1_bio_ctrl@00120e04.c,openssl-101f,O3,x86,1,./data/decomp/openssl-101f_x86_gcc_O3_extraction/asn1_bio_ctrl@081e4e70.c,1
openssl-101u,O3,arm,2,./data/decomp/openssl-101u_arm_gcc_O3_extraction/asn1_bio_free@00120ddc.c,openssl-101f,O0,x86,2,./data/decomp/openssl-101f_x86_gcc_O0_extraction/asn1_bio_free@081e4dd0.c,1
openssl-101u,O3,arm,3,./data/decomp/openssl-101u_arm_gcc_O3_extraction/asn1_bio_write@00120fac.c,openssl-101f,O0,arm,3,./data/decomp/openssl-101f_arm_gcc_O0_extraction/asn1_bio_write@001222c4.c,1
openssl-101u,O2,arm,71,./data/decomp/openssl-101u_arm_gcc_O2_extraction/___armv7_tick_from_thumb@001239c0.c,openssl-101f,O1,arm,40,./data/decomp/openssl-101f_arm_gcc_O1_extraction/encode_gost_algor_params@0011a494.c,0
openssl-101u,O3,arm,0,./data/decomp/openssl-101u_arm_gcc_O3_extraction/asn1_bio_callback_ctrl@00120dd0.c,openssl-101u,O3,mips,70,./data/decomp/openssl-101u_mips_gcc_O3_extraction/__udivdi3@00630570.c,0
openssl-101u,O3,arm,1,./data/decomp/openssl-101u_arm_gcc_O3_extraction/asn1_bio_ctrl@00120e04.c,openssl-101u,O0,mips,79,./data/decomp/openssl-101u_mips_gcc_O0_extraction/ec_GFp_nist_group_copy@00627470.c,0
openssl-101u,O3,arm,2,./data/decomp/openssl-101u_arm_gcc_O3_extraction/asn1_bio_free@00120ddc.c,openssl-101u,O0,x86,53,./data/decomp/openssl-101u_x86_gcc_O0_extraction/i2d_GOST_KEY_TRANSPORT@081d9ce0.c,0
openssl-101u,O3,arm,3,./data/decomp/openssl-101u_arm_gcc_O3_extraction/asn1_bio_write@00120fac.c,openssl-101f,O2,arm,12,./data/decomp/openssl-101f_arm_gcc_O2_extraction/BN_GF2m_mod_mul_arr@0011fb08.c,0
openssl-101u,O3,arm,4,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BIO_asn1_get_suffix@00121228.c,openssl-101u,O1,mips,4,./data/decomp/openssl-101u_mips_gcc_O1_extraction/BIO_asn1_get_suffix@0062ada0.c,1
openssl-101u,O3,arm,5,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BIO_asn1_set_prefix@001211d4.c,openssl-101u,O1,x86,5,./data/decomp/openssl-101u_x86_gcc_O1_extraction/BIO_asn1_set_prefix@081e5770.c,1
openssl-101u,O3,arm,6,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_add@0011e2e0.c,openssl-101f,O3,arm,6,./data/decomp/openssl-101f_arm_gcc_O3_extraction/BN_GF2m_add@0011f668.c,1
openssl-101u,O3,arm,7,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod@0011e5b8.c,openssl-101f,O1,x86,7,./data/decomp/openssl-101f_x86_gcc_O1_extraction/BN_GF2m_mod@081dfb70.c,1
openssl-101u,O3,arm,8,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_arr@0011e394.c,openssl-101f,O1,arm,8,./data/decomp/openssl-101f_arm_gcc_O1_extraction/BN_GF2m_mod_arr@0011f71c.c,1
openssl-101u,O3,arm,4,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BIO_asn1_get_suffix@00121228.c,openssl-101u,O2,mips,90,./data/decomp/openssl-101u_mips_gcc_O2_extraction/surewarehk_finish@005d5b74.c,0
openssl-101u,O3,arm,5,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BIO_asn1_set_prefix@001211d4.c,openssl-101f,O1,mips,56,./data/decomp/openssl-101f_mips_gcc_O1_extraction/param_print_gost01@0061abe4.c,0
openssl-101u,O3,arm,6,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_add@0011e2e0.c,openssl-101u,O1,arm,18,./data/decomp/openssl-101u_arm_gcc_O1_extraction/d2i_GOST_CLIENT_KEY_EXCHANGE_PARAMS@00119ecc.c,0
openssl-101u,O3,arm,7,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod@0011e5b8.c,openssl-101u,O2,mips,88,./data/decomp/openssl-101u_mips_gcc_O2_extraction/pkey_free_gost94@0061a0d4.c,0
openssl-101u,O3,arm,8,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_arr@0011e394.c,openssl-101u,O2,arm,47,./data/decomp/openssl-101u_arm_gcc_O2_extraction/gost_imit_init_cpa@0011a418.c,0
openssl-101u,O3,arm,9,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_div@0011ee90.c,openssl-101u,O2,mips,9,./data/decomp/openssl-101u_mips_gcc_O2_extraction/BN_GF2m_mod_div@006258c4.c,1
openssl-101u,O3,arm,10,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_div_arr@0011efbc.c,openssl-101u,O1,mips,10,./data/decomp/openssl-101u_mips_gcc_O1_extraction/BN_GF2m_mod_div_arr@00625adc.c,1
openssl-101u,O3,arm,11,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_mul@0011e8dc.c,openssl-101f,O3,x86,11,./data/decomp/openssl-101f_x86_gcc_O3_extraction/BN_GF2m_mod_mul@081e0b40.c,1
openssl-101u,O3,arm,12,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_mul_arr@0011e778.c,openssl-101f,O0,x86,12,./data/decomp/openssl-101f_x86_gcc_O0_extraction/BN_GF2m_mod_mul_arr@081dff10.c,1
openssl-101u,O3,arm,13,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_sqr@0011e9bc.c,openssl-101f,O0,mips,13,./data/decomp/openssl-101f_mips_gcc_O0_extraction/BN_GF2m_mod_sqr@006258e4.c,1
openssl-101u,O3,arm,9,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_div@0011ee90.c,openssl-101u,O3,x86,95,./data/decomp/openssl-101u_x86_gcc_O3_extraction/doapr_outch.constprop.0@0811a260.c,0
openssl-101u,O3,arm,10,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_div_arr@0011efbc.c,openssl-101f,O0,x86,24,./data/decomp/openssl-101f_x86_gcc_O0_extraction/dlfcn_globallookup@081e4070.c,0
openssl-101u,O3,arm,11,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_mul@0011e8dc.c,openssl-101f,O2,mips,59,./data/decomp/openssl-101f_mips_gcc_O2_extraction/priv_encode_gost@0061bb14.c,0
openssl-101u,O3,arm,12,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_mul_arr@0011e778.c,openssl-101u,O1,x86,99,./data/decomp/openssl-101u_x86_gcc_O1_extraction/SSLv23_method@080a84e0.c,0
openssl-101u,O3,arm,13,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_sqr@0011e9bc.c,openssl-101f,O1,arm,47,./data/decomp/openssl-101f_arm_gcc_O1_extraction/gost_imit_init_cpa@0011b788.c,0
openssl-101u,O3,arm,14,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_sqrt@0011f21c.c,openssl-101f,O1,mips,14,./data/decomp/openssl-101f_mips_gcc_O1_extraction/BN_GF2m_mod_sqrt@00626d24.c,1
openssl-101u,O3,arm,15,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_sqr_arr@0011e65c.c,openssl-101f,O3,arm,15,./data/decomp/openssl-101f_arm_gcc_O3_extraction/BN_GF2m_mod_sqr_arr@0011f9e4.c,1
openssl-101u,O3,arm,16,./data/decomp/openssl-101u_arm_gcc_O3_extraction/bn_GF2m_mul_2x2@001213e0.c,openssl-101f,O3,arm,16,./data/decomp/openssl-101f_arm_gcc_O3_extraction/bn_GF2m_mul_2x2@00122700.c,1
openssl-101u,O3,arm,17,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_kronecker@0011dba4.c,openssl-101u,O1,mips,17,./data/decomp/openssl-101u_mips_gcc_O1_extraction/BN_kronecker@00622900.c,1
openssl-101u,O3,arm,18,./data/decomp/openssl-101u_arm_gcc_O3_extraction/d2i_GOST_CLIENT_KEY_EXCHANGE_PARAMS@00119ecc.c,openssl-101u,O1,mips,18,./data/decomp/openssl-101u_mips_gcc_O1_extraction/d2i_GOST_CLIENT_KEY_EXCHANGE_PARAMS@0061c2f0.c,1
openssl-101u,O3,arm,14,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_sqrt@0011f21c.c,openssl-101f,O1,arm,17,./data/decomp/openssl-101f_arm_gcc_O1_extraction/BN_kronecker@0011ef30.c,0
openssl-101u,O3,arm,15,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_GF2m_mod_sqr_arr@0011e65c.c,openssl-101f,O3,arm,67,./data/decomp/openssl-101f_arm_gcc_O3_extraction/__aeabi_idivmod@00124584.c,0
openssl-101u,O3,arm,16,./data/decomp/openssl-101u_arm_gcc_O3_extraction/bn_GF2m_mul_2x2@001213e0.c,openssl-101u,O1,mips,72,./data/decomp/openssl-101u_mips_gcc_O1_extraction/aep_mod_exp.part.0@005ccd6c.c,0
openssl-101u,O3,arm,17,./data/decomp/openssl-101u_arm_gcc_O3_extraction/BN_kronecker@0011dba4.c,openssl-101u,O3,x86,1,./data/decomp/openssl-101u_x86_gcc_O3_extraction/asn1_bio_ctrl@081e5160.c,0
openssl-101u,O3,arm,18,./data/decomp/openssl-101u_arm_gcc_O3_extraction/d2i_GOST_CLIENT_KEY_EXCHANGE_PARAMS@00119ecc.c,openssl-101f,O2,x86,33,./data/decomp/openssl-101f_x86_gcc_O2_extraction/ec_GFp_simple_group_set_curve@081e8370.c,0
openssl-101u,O3,arm,19,./data/decomp/openssl-101u_arm_gcc_O3_extraction/d2i_GOST_KEY_PARAMS@00119e6c.c,openssl-101u,O2,mips,19,./data/decomp/openssl-101u_mips_gcc_O2_extraction/d2i_GOST_KEY_PARAMS@0061c230.c,1
openssl-101u,O3,arm,20,./data/decomp/openssl-101u_arm_gcc_O3_extraction/decode_gost_algor_params@001188d0.c,openssl-101u,O2,x86,20,./data/decomp/openssl-101u_x86_gcc_O2_extraction/decode_gost_algor_params@081d79d0.c,1
openssl-101u,O3,arm,21,./data/decomp/openssl-101u_arm_gcc_O3_extraction/DES_xcbc_encrypt@0011d0fc.c,openssl-101u,O2,mips,21,./data/decomp/openssl-101u_mips_gcc_O2_extraction/DES_xcbc_encrypt@00621820.c,1
openssl-101u,O3,arm,77,./data/decomp/openssl-101u_arm_gcc_O3_extraction/dgram_ctrl@000a2408.c,openssl-101f,O3,mips,77,./data/decomp/openssl-101f_mips_gcc_O3_extraction/dgram_ctrl@0052cd98.c,1
openssl-101u,O3,arm,22,./data/decomp/openssl-101u_arm_gcc_O3_extraction/dlfcn_bind_func@0012070c.c,openssl-101f,O2,x86,22,./data/decomp/openssl-101f_x86_gcc_O2_extraction/dlfcn_bind_func@081e4350.c,1
openssl-101u,O3,arm,19,./data/decomp/openssl-101u_arm_gcc_O3_extraction/d2i_GOST_KEY_PARAMS@00119e6c.c,openssl-101u,O2,x86,11,./data/decomp/openssl-101u_x86_gcc_O2_extraction/BN_GF2m_mod_mul@081e0dc0.c,0
openssl-101u,O3,arm,20,./data/decomp/openssl-101u_arm_gcc_O3_extraction/decode_gost_algor_params@001188d0.c,openssl-101u,O1,mips,47,./data/decomp/openssl-101u_mips_gcc_O1_extraction/gost_imit_init_cpa@0061cdfc.c,0
openssl-101u,O3,arm,21,./data/decomp/openssl-101u_arm_gcc_O3_extraction/DES_xcbc_encrypt@0011d0fc.c,openssl-101u,O2,x86,40,./data/decomp/openssl-101u_x86_gcc_O2_extraction/encode_gost_algor_params@081d8c50.c,0
openssl-101u,O3,arm,77,./data/decomp/openssl-101u_arm_gcc_O3_extraction/dgram_ctrl@000a2408.c,openssl-101f,O0,arm,23,./data/decomp/openssl-101f_arm_gcc_O0_extraction/dlfcn_bind_var@00121b3c.c,0
openssl-101u,O3,arm,22,./data/decomp/openssl-101u_arm_gcc_O3_extraction/dlfcn_bind_func@0012070c.c,openssl-101u,O0,mips,27,./data/decomp/openssl-101u_mips_gcc_O0_extraction/ec_GFp_mont_group_init@00626d80.c,0
openssl-101u,O3,arm,23,./data/decomp/openssl-101u_arm_gcc_O3_extraction/dlfcn_bind_var@001207e0.c,openssl-101u,O1,arm,23,./data/decomp/openssl-101u_arm_gcc_O1_extraction/dlfcn_bind_var@001207e0.c,1
openssl-101u,O3,arm,24,./data/decomp/openssl-101u_arm_gcc_O3_extraction/dlfcn_globallookup@00120520.c,openssl-101f,O2,x86,24,./data/decomp/openssl-101f_x86_gcc_O2_extraction/dlfcn_globallookup@081e4070.c,1
openssl-101u,O3,arm,95,./data/decomp/openssl-101u_arm_gcc_O3_extraction/doapr_outch.constprop.0@0009f7cc.c,openssl-101u,O3,mips,95,./data/decomp/openssl-101u_mips_gcc_O3_extraction/doapr_outch.constprop.0@00524768.c,1
openssl-101u,O3,arm,96,./data/decomp/openssl-101u_arm_gcc_O3_extraction/dtls1_link_min_mtu@0005d398.c,openssl-101u,O1,x86,96,./data/decomp/openssl-101u_x86_gcc_O1_extraction/dtls1_link_min_mtu@080bb4c0.c,1
openssl-101u,O3,arm,25,./data/decomp/openssl-101u_arm_gcc_O3_extraction/ec_GFp_mont_field_encode@0011f920.c,openssl-101u,O0,arm,25,./data/decomp/openssl-101u_arm_gcc_O0_extraction/ec_GFp_mont_field_encode@0011f920.c,1
openssl-101u,O3,arm,23,./data/decomp/openssl-101u_arm_gcc_O3_extraction/dlfcn_bind_var@001207e0.c,openssl-101u,O3,mips,30,./data/decomp/openssl-101u_mips_gcc_O3_extraction/ec_GFp_simple_group_clear_finish@0062d184.c,0
openssl-101u,O3,arm,24,./data/decomp/openssl-101u_arm_gcc_O3_extraction/dlfcn_globallookup@00120520.c,openssl-101f,O0,arm,16,./data/decomp/openssl-101f_arm_gcc_O0_extraction/bn_GF2m_mul_2x2@00122700.c,0
openssl-101u,O3,arm,95,./data/decomp/openssl-101u_arm_gcc_O3_extraction/doapr_outch.constprop.0@0009f7cc.c,openssl-101u,O0,x86,42,./data/decomp/openssl-101u_x86_gcc_O0_extraction/gost2001_param_encode@081d7f80.c,0
openssl-101u,O3,arm,96,./data/decomp/openssl-101u_arm_gcc_O3_extraction/dtls1_link_min_mtu@0005d398.c,openssl-101u,O0,arm,22,./data/decomp/openssl-101u_arm_gcc_O0_extraction/dlfcn_bind_func@0012070c.c,0
openssl-101u,O3,arm,25,./data/decomp/openssl-101u_arm_gcc_O3_extraction/ec_GFp_mont_field_encode@0011f920.c,openssl-101f,O0,arm,14,./data/decomp/openssl-101f_arm_gcc_O0_extraction/BN_GF2m_mod_sqrt@0012057c.c,0
openssl-101u,O3,arm,26,./data/decomp/openssl-101u_arm_gcc_O3_extraction/ec_GFp_mont_field_sqr@0011f8e8.c,openssl-101u,O1,mips,26,./data/decomp/openssl-101u_mips_gcc_O1_extraction/ec_GFp_mont_field_sqr@00627294.c,1
openssl-101u,O3,arm,27,./data/decomp/openssl-101u_arm_gcc_O3_extraction/ec_GFp_mont_group_init@0011f6c4.c,openssl-101u,O1,x86,27,./data/decomp/openssl-101u_x86_gcc_O1_extraction/ec_GFp_mont_group_init@081e26d0.c,1
openssl-101u,O3,arm,28,./data/decomp/openssl-101u_arm_gcc_O3_extraction/ec_GFp_simple_get_Jprojective_coordinates_GFp@0012183c.c,openssl-101f,O3,arm,28,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_simple_get_Jprojective_coordinates_GFp@00122b5c.c,1
openssl-101u,O3,arm,29,./data/decomp/openssl-101u_arm_gcc_O3_extraction/ec_GFp_simple_group_check_discriminant@0012194c.c,openssl-101f,O3,arm,29,./data/decomp/openssl-101f_arm_gcc_O3_extraction/ec_GFp_simple_group_check_discriminant@00122c6c.c,1
openssl-101u,O3,arm,30,./data/decomp/openssl-101u_arm_gcc_O3_extraction/ec_GFp_simple_group_clear_finish@001215f4.c,openssl-101u,O1,arm,30,./data/decomp/openssl-101u_arm_gcc_O1_extraction/ec_GFp_simple_group_clear_finish@001215f4.c,1
openssl-101u,O3,arm,26,./data/decomp/openssl-101u_arm_gcc_O3_extraction/ec_GFp_mont_field_sqr@0011f8e8.c,openssl-101u,O0,x86,46,./data/decomp/openssl-101u_x86_gcc_O0_extraction/GOST_CIPHER_PARAMS_new@081d9f00.c,0
openssl-101u,O3,arm,27,./data/decomp/openssl-101u_arm_gcc_O3_extraction/ec_GFp_mont_group_init@0011f6c4.c,openssl-101f,O0,mips,74,./data/decomp/openssl-101f_mips_gcc_O0_extraction/BN_get0_nist_prime_384@0062b7e4.c,0
openssl-101u,O3,arm,28,./data/decomp/openssl-101u_arm_gcc_O3_extraction/ec_GFp_simple_get_Jprojective_coordinates_GFp@0012183c.c,openssl-101f,O2,mips,11,./data/decomp/openssl-101f_mips_gcc_O2_extraction/BN_GF2m_mod_mul@006256f0.c,0
openssl-101u,O3,arm,29,./data/decomp/openssl-101u_arm_gcc_O3_extraction/ec_GFp_simple_group_check_discriminant@0012194c.c,openssl-101u,O2,arm,18,./data/decomp/openssl-101u_arm_gcc_O2_extraction/d2i_GOST_CLIENT_KEY_EXCHANGE_PARAMS@00119ecc.c,0
