src,f_name,succs,n_num,features,sw,op,arch,file_name
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O2.ida,__do_global_ctors_aux,"[[], [0, 3], [0], [4], [2, 4]]",5,"[[0, 0, 0, 0, 0, 2, 0, 1], [2, 0, 4, 0, 0, 5, 0, 1], [1, 0, 1, 1, 0, 3, 0, 0], [3, 0, 3, 2, 0, 6, 0, 0], [1, 0, 3, 1, 1, 5, 0, 2]]",openssl-101f,O2,mips,./data/decomp/openssl-101f_mips_gcc_O2_extraction/__do_global_ctors_aux@00631900.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O2.ida,__libc_csu_init,"[[1, 2], [1, 2], []]",3,"[[3, 0, 2, 2, 1, 23, 0, 1], [2, 0, 2, 2, 1, 8, 0, 2], [1, 0, 0, 1, 0, 9, 0, 1]]",openssl-101f,O2,mips,./data/decomp/openssl-101f_mips_gcc_O2_extraction/__libc_csu_init@00631850.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O2.ida,__start,"[[2], [0, 2], [3], [3]]",4,"[[0, 0, 2, 0, 0, 1, 0, 0], [0, 0, 3, 0, 0, 2, 0, 0], [4, 0, 1, 2, 1, 16, 1, 1], [0, 0, 1, 0, 0, 2, 0, 1]]",openssl-101f,O2,mips,./data/decomp/openssl-101f_mips_gcc_O2_extraction/__start@00421540.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O2.ida,__udivdi3,"[[9, 4], [0, 39], [0], [0], [12, 14], [10, 11], [19, 5], [], [38, 7], [7], [19], [10, 20], [13, 14], [9], [9], [47], [57, 15], [15], [15], [24, 38], [19], [25, 63], [32, 21], [37], [8, 23], [26, 51], [66, 27], [], [62], [28, 30], [60, 28], [33, 34], [46, 31], [34], [35, 36], [47], [16, 43], [], [37], [40, 2], [2, 3], [6], [41, 52], [44, 45], [48], [49, 44], [64, 1], [50, 59], [16], [48], [53, 54], [65, 6], [6], [56, 54], [55], [59], [55], [17, 58], [17, 18], [29, 61], [61], [62], [], [], [1], [42, 52], []]",67,"[[2, 0, 6, 4, 0, 14, 3, 0], [3, 0, 11, 3, 0, 14, 3, 0], [0, 0, 7, 0, 0, 2, 0, 1], [1, 0, 7, 2, 0, 2, 0, 0], [1, 0, 5, 1, 0, 3, 1, 0], [1, 0, 10, 2, 0, 4, 1, 0], [2, 0, 11, 3, 0, 14, 3, 0], [0, 0, 0, 0, 0, 2, 0, 1], [0, 0, 3, 0, 0, 4, 1, 0], [1, 0, 1, 0, 0, 3, 1, 0], [0, 0, 7, 0, 0, 1, 0, 0], [1, 0, 9, 1, 0, 3, 1, 0], [0, 0, 4, 0, 0, 3, 1, 0], [1, 0, 2, 1, 0, 1, 0, 0], [0, 0, 2, 0, 0, 2, 0, 1], [1, 0, 13, 0, 0, 4, 1, 1], [2, 0, 18, 3, 0, 13, 3, 0], [0, 0, 14, 0, 0, 2, 0, 1], [1, 0, 14, 2, 0, 2, 0, 0], [1, 0, 6, 1, 0, 8, 2, 0], [0, 0, 7, 1, 0, 2, 0, 1], [0, 0, 22, 0, 0, 3, 1, 0], [0, 0, 66, 0, 0, 4, 0, 0], [0, 0, 1, 0, 0, 1, 0, 0], [0, 0, 5, 0, 0, 2, 0, 1], [1, 0, 20, 0, 0, 3, 0, 0], [0, 0, 2, 0, 0, 3, 2, 0], [1, 0, 0, 0, 0, 3, 0, 1], [1, 0, 1, 0, 0, 4, 1, 1], [1, 0, 5, 1, 0, 3, 1, 0], [0, 0, 4, 0, 0, 3, 1, 0], [0, 0, 28, 0, 0, 2, 0, 0], [0, 0, 43, 0, 0, 3, 1, 0], [1, 0, 27, 1, 0, 5, 0, 0], [1, 0, 26, 0, 0, 2, 0, 0], [3, 0, 13, 0, 0, 4, 1, 0], [4, 0, 24, 3, 0, 23, 4, 0], [0, 0, 0, 0, 0, 2, 0, 1], [1, 0, 1, 1, 0, 3, 0, 1], [1, 0, 10, 2, 0, 4, 1, 0], [0, 0, 9, 0, 0, 3, 1, 0], [0, 0, 12, 1, 0, 2, 0, 1], [1, 0, 14, 1, 0, 3, 1, 0], [1, 0, 23, 2, 0, 5, 2, 0], [0, 0, 20, 0, 0, 2, 0, 1], [0, 0, 22, 0, 0, 2, 0, 0], [1, 0, 13, 0, 0, 2, 0, 0], [2, 0, 12, 3, 0, 13, 2, 0], [0, 0, 19, 0, 0, 1, 0, 0], [1, 0, 20, 2, 0, 2, 0, 0], [1, 0, 11, 2, 0, 4, 1, 0], [4, 0, 16, 3, 0, 23, 5, 0], [0, 0, 12, 0, 0, 1, 0, 0], [1, 0, 10, 1, 0, 3, 1, 0], [0, 0, 8, 0, 0, 1, 0, 0], [0, 0, 7, 0, 0, 1, 0, 0], [0, 0, 8, 1, 0, 2, 0, 1], [1, 0, 17, 2, 0, 4, 1, 0], [0, 0, 16, 0, 0, 3, 1, 0], [2, 0, 6, 4, 0, 13, 3, 0], [1, 0, 2, 1, 0, 1, 0, 0], [1, 0, 1, 0, 0, 2, 1, 0], [0, 0, 0, 0, 0, 2, 0, 1], [0, 0, 0, 0, 0, 3, 0, 1], [1, 0, 12, 0, 0, 7, 1, 0], [1, 0, 15, 2, 0, 4, 1, 0], [1, 0, 0, 0, 0, 3, 0, 1]]",openssl-101f,O2,mips,./data/decomp/openssl-101f_mips_gcc_O2_extraction/__udivdi3@00630f60.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O3.ida,aep_mod_exp.part.0,"[[1, 14], [0, 15], [9], [2, 18], [13], [4, 6], [4], [1], [9, 20], [8, 16], [], [10], [3, 5], [11], [13], [19, 14], [20], [17], [21, 7], [14], [11], [7]]",22,"[[1, 0, 8, 1, 0, 2, 0, 1], [1, 0, 8, 1, 0, 3, 0, 1], [8, 0, 6, 1, 1, 14, 0, 2], [1, 0, 16, 0, 1, 11, 0, 1], [4, 1, 3, 0, 1, 9, 0, 1], [1, 0, 5, 0, 0, 4, 0, 0], [0, 0, 4, 0, 1, 5, 0, 1], [12, 0, 8, 2, 2, 22, 0, 3], [1, 0, 6, 1, 0, 2, 0, 1], [1, 0, 6, 1, 0, 3, 0, 1], [1, 0, 0, 1, 0, 11, 0, 1], [0, 0, 1, 0, 0, 4, 0, 1], [4, 0, 20, 2, 1, 27, 0, 1], [0, 0, 2, 0, 1, 9, 0, 2], [4, 0, 3, 1, 1, 8, 0, 2], [2, 0, 5, 1, 1, 7, 0, 1], [5, 0, 3, 2, 0, 7, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0], [1, 0, 10, 0, 0, 4, 0, 0], [3, 0, 4, 1, 0, 6, 0, 0], [5, 0, 2, 1, 1, 8, 0, 1], [0, 0, 9, 0, 1, 6, 0, 2]]",openssl-101f,O3,mips,./data/decomp/openssl-101f_mips_gcc_O3_extraction/aep_mod_exp.part.0@005cf33c.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O3.ida,asn1_bio_callback_ctrl,"[[1, 2], [], []]",3,"[[1, 0, 2, 0, 0, 3, 0, 0], [1, 0, 0, 0, 0, 4, 0, 1], [0, 0, 0, 0, 0, 2, 0, 1]]",openssl-101f,O3,mips,./data/decomp/openssl-101f_mips_gcc_O3_extraction/asn1_bio_callback_ctrl@0062aca0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O3.ida,asn1_bio_ctrl,"[[20], [0, 8], [0], [12, 31], [3, 14], [32, 2], [32, 5], [17, 20], [7], [7], [18, 2], [1, 10], [], [16, 12], [33, 12], [], [25, 15], [9, 30], [33], [18], [], [20], [], [35, 22], [27, 36], [24, 23], [], [26, 4], [21, 14], [19], [19, 29], [11, 6], [11], [], [], [34, 28], []]",37,"[[1, 0, 1, 0, 1, 5, 0, 2], [0, 0, 11, 0, 0, 3, 0, 1], [0, 0, 2, 0, 0, 1, 0, 0], [1, 0, 20, 0, 0, 3, 0, 0], [0, 0, 22, 0, 0, 2, 0, 1], [2, 0, 16, 2, 1, 5, 0, 1], [1, 0, 17, 1, 0, 3, 0, 0], [0, 0, 9, 1, 1, 7, 0, 2], [0, 0, 9, 0, 0, 3, 0, 1], [0, 0, 9, 1, 0, 3, 0, 0], [0, 0, 5, 0, 0, 2, 0, 1], [2, 0, 14, 0, 0, 3, 0, 1], [1, 0, 0, 1, 0, 9, 0, 1], [4, 0, 36, 1, 0, 13, 0, 0], [0, 0, 2, 0, 0, 3, 0, 0], [2, 0, 0, 1, 0, 13, 0, 1], [1, 0, 35, 0, 0, 2, 1, 1], [0, 0, 9, 0, 0, 4, 0, 1], [1, 0, 1, 0, 0, 6, 0, 1], [0, 0, 2, 0, 0, 2, 0, 0], [1, 0, 0, 1, 0, 8, 0, 1], [1, 0, 1, 0, 0, 3, 0, 0], [2, 0, 0, 1, 0, 10, 0, 1], [2, 0, 9, 0, 0, 3, 1, 1], [2, 0, 26, 0, 0, 3, 1, 1], [0, 0, 33, 0, 0, 2, 0, 0], [2, 0, 0, 1, 0, 13, 0, 1], [1, 0, 24, 0, 0, 2, 0, 0], [0, 0, 5, 0, 0, 2, 0, 1], [4, 0, 3, 3, 1, 8, 0, 1], [1, 0, 4, 0, 0, 2, 0, 0], [0, 0, 18, 0, 0, 5, 0, 1], [2, 0, 15, 0, 0, 7, 1, 1], [1, 0, 0, 1, 0, 8, 0, 1], [2, 0, 0, 1, 0, 13, 0, 1], [1, 0, 7, 0, 0, 2, 0, 0], [2, 0, 0, 1, 0, 13, 0, 1]]",openssl-101f,O3,mips,./data/decomp/openssl-101f_mips_gcc_O3_extraction/asn1_bio_ctrl@0062ad94.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O3.ida,asn1_bio_free,"[[2, 3], [4], [1, 4], [], []]",5,"[[3, 0, 4, 1, 0, 9, 0, 0], [0, 0, 1, 0, 1, 3, 0, 1], [0, 0, 2, 0, 0, 4, 0, 0], [1, 0, 0, 1, 0, 6, 0, 1], [2, 0, 0, 1, 1, 12, 0, 2]]",openssl-101f,O3,mips,./data/decomp/openssl-101f_mips_gcc_O3_extraction/asn1_bio_free@0062acc4.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O3.ida,asn1_bio_write.part.1,"[[35, 13], [0, 8], [0], [0], [0], [17, 7], [11, 5], [6], [6], [24, 3], [33, 3], [29, 21], [11, 22], [], [32, 13], [13], [34, 19], [18, 15], [15], [12], [], [20], [30, 14], [10], [10, 23], [25], [2, 28], [26, 2], [21], [21], [9], [4, 21], [35], [21], [19], [21]]",36,"[[0, 0, 4, 0, 0, 2, 0, 0], [0, 0, 14, 0, 0, 3, 0, 1], [3, 0, 5, 0, 0, 8, 1, 1], [1, 0, 5, 0, 0, 3, 0, 1], [6, 0, 5, 0, 0, 12, 0, 0], [0, 0, 11, 0, 0, 4, 0, 1], [0, 0, 11, 1, 1, 7, 0, 2], [0, 0, 11, 1, 0, 3, 0, 0], [0, 0, 11, 0, 0, 2, 0, 1], [0, 0, 10, 0, 1, 10, 1, 2], [0, 0, 7, 0, 0, 2, 0, 0], [1, 0, 3, 0, 2, 12, 0, 2], [0, 0, 17, 1, 1, 9, 0, 2], [1, 0, 0, 1, 0, 5, 0, 1], [1, 0, 5, 1, 0, 6, 0, 0], [3, 0, 1, 0, 0, 6, 0, 1], [0, 0, 20, 0, 1, 11, 1, 1], [1, 0, 3, 1, 0, 2, 0, 0], [2, 0, 2, 2, 1, 6, 0, 1], [2, 0, 18, 1, 1, 14, 0, 1], [1, 0, 0, 1, 0, 11, 0, 1], [0, 0, 1, 0, 0, 4, 0, 1], [0, 0, 14, 0, 0, 4, 0, 0], [1, 0, 8, 0, 0, 2, 0, 0], [0, 0, 9, 2, 0, 7, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0], [2, 0, 7, 2, 1, 6, 0, 1], [1, 0, 8, 1, 0, 3, 0, 0], [1, 0, 2, 0, 1, 8, 0, 2], [0, 0, 2, 0, 0, 2, 0, 1], [1, 0, 11, 0, 0, 3, 0, 0], [3, 0, 6, 1, 0, 20, 0, 0], [0, 0, 3, 0, 0, 1, 0, 0], [1, 0, 2, 0, 2, 10, 0, 3], [2, 0, 19, 1, 1, 8, 0, 2], [1, 0, 2, 0, 1, 5, 0, 1]]",openssl-101f,O3,mips,./data/decomp/openssl-101f_mips_gcc_O3_extraction/asn1_bio_write.part.1@0062b180.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O3.ida,asn1_bio_write,"[[3, 4], [], [1, 4], [2, 4], []]",5,"[[0, 0, 4, 0, 0, 2, 0, 0], [0, 0, 0, 0, 0, 2, 0, 1], [0, 0, 2, 0, 0, 3, 0, 0], [0, 0, 3, 0, 0, 2, 0, 1], [0, 0, 0, 0, 0, 2, 0, 1]]",openssl-101f,O3,mips,./data/decomp/openssl-101f_mips_gcc_O3_extraction/asn1_bio_write@0062b500.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O3.ida,BIO_asn1_get_suffix,"[[3], [0, 2], [0], [], [4]]",5,"[[0, 0, 1, 0, 0, 4, 0, 1], [5, 0, 3, 2, 1, 21, 0, 2], [0, 0, 2, 0, 0, 4, 0, 0], [1, 0, 0, 1, 0, 5, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0]]",openssl-101f,O3,mips,./data/decomp/openssl-101f_mips_gcc_O3_extraction/BIO_asn1_get_suffix@0062b724.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O3.ida,BIO_asn1_set_prefix,"[[1], [], [2]]",3,"[[5, 0, 1, 2, 1, 21, 0, 2], [1, 0, 0, 1, 0, 4, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0]]",openssl-101f,O3,mips,./data/decomp/openssl-101f_mips_gcc_O3_extraction/BIO_asn1_set_prefix@0062b5b0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O3.ida,BN_get0_nist_prime_224,[[]],1,"[[2, 0, 0, 0, 0, 3, 0, 1]]",openssl-101f,O3,mips,./data/decomp/openssl-101f_mips_gcc_O3_extraction/BN_get0_nist_prime_224@0062b7cc.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O3.ida,BN_get0_nist_prime_384,[[]],1,"[[2, 0, 0, 0, 0, 3, 0, 1]]",openssl-101f,O3,mips,./data/decomp/openssl-101f_mips_gcc_O3_extraction/BN_get0_nist_prime_384@0062b7e4.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O3.ida,BN_GF2m_add,"[[8, 10], [0, 9], [1, 3], [1], [18], [4, 15], [11, 6], [6], [], [12, 13], [9], [16, 14], [11, 7], [17], [15], [18, 5], [], [17, 12], []]",19,"[[0, 0, 15, 0, 1, 6, 0, 1], [0, 0, 16, 0, 0, 4, 1, 0], [3, 0, 18, 1, 0, 13, 1, 0], [0, 0, 17, 0, 0, 6, 0, 0], [1, 0, 1, 1, 0, 2, 0, 0], [2, 0, 4, 2, 0, 3, 0, 0], [3, 0, 8, 3, 0, 8, 1, 0], [1, 0, 8, 2, 0, 5, 0, 0], [1, 0, 0, 1, 0, 6, 0, 1], [0, 0, 12, 0, 0, 2, 0, 1], [0, 0, 13, 0, 0, 2, 0, 1], [0, 0, 6, 0, 0, 2, 0, 1], [0, 0, 9, 0, 0, 4, 1, 0], [0, 0, 11, 0, 0, 3, 0, 0], [3, 0, 4, 3, 0, 5, 0, 0], [0, 0, 4, 0, 0, 3, 0, 0], [2, 0, 0, 1, 0, 7, 0, 1], [4, 0, 11, 4, 0, 11, 2, 0], [2, 0, 0, 1, 0, 7, 0, 1]]",openssl-101f,O3,mips,./data/decomp/openssl-101f_mips_gcc_O3_extraction/BN_GF2m_add@00624434.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O3.ida,BN_GF2m_mod,"[[5], [0], [0], [5, 31], [2, 3], [11, 14], [25, 17], [6], [22, 6], [12], [9, 1], [8, 16], [13, 15], [4, 12], [24], [18], [24], [16], [21, 29], [18], [20], [26, 27], [24, 7], [], [23], [28], [27], [29], [17, 28], [19, 13], [10, 31], [24]]",32,"[[1, 0, 13, 0, 0, 3, 0, 0], [1, 0, 14, 1, 0, 2, 0, 1], [1, 0, 14, 1, 0, 2, 0, 0], [1, 0, 14, 0, 0, 3, 1, 0], [2, 0, 17, 1, 0, 3, 1, 0], [0, 0, 12, 0, 0, 2, 0, 0], [0, 0, 6, 0, 0, 2, 0, 1], [0, 0, 7, 0, 0, 2, 0, 1], [0, 0, 9, 0, 0, 5, 1, 0], [3, 0, 27, 2, 0, 6, 0, 0], [0, 0, 29, 0, 0, 3, 0, 1], [1, 0, 10, 1, 0, 2, 0, 1], [1, 0, 27, 1, 0, 3, 0, 0], [2, 0, 27, 2, 0, 3, 0, 1], [1, 0, 2, 0, 1, 6, 0, 2], [1, 0, 27, 0, 0, 1, 0, 0], [0, 0, 2, 0, 1, 5, 0, 2], [1, 0, 3, 1, 0, 2, 0, 0], [1, 0, 27, 0, 0, 3, 2, 0], [0, 0, 27, 0, 0, 2, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0], [1, 0, 27, 0, 0, 2, 0, 0], [0, 0, 8, 0, 1, 5, 0, 1], [1, 0, 0, 1, 0, 5, 0, 1], [0, 0, 1, 0, 0, 5, 0, 1], [0, 0, 5, 0, 0, 3, 0, 0], [1, 0, 27, 2, 0, 3, 0, 0], [1, 0, 27, 1, 0, 1, 0, 0], [3, 0, 5, 3, 0, 8, 1, 0], [2, 0, 27, 1, 0, 3, 0, 1], [4, 0, 30, 2, 0, 14, 0, 0], [5, 1, 2, 0, 1, 11, 0, 1]]",openssl-101f,O3,mips,./data/decomp/openssl-101f_mips_gcc_O3_extraction/BN_GF2m_mod@006246b4.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O3.ida,BN_GF2m_mod_arr,"[[2, 6], [4, 5], [1, 10], [5], [11, 3], [8, 7], [], [9], [10], [8, 9], [], []]",12,"[[3, 0, 11, 1, 0, 9, 0, 0], [0, 0, 8, 0, 0, 5, 1, 0], [0, 0, 9, 0, 0, 3, 0, 1], [0, 0, 5, 0, 0, 2, 0, 1], [0, 0, 7, 0, 1, 6, 0, 1], [0, 0, 4, 0, 0, 2, 0, 1], [2, 0, 0, 1, 1, 10, 0, 2], [0, 0, 3, 0, 0, 2, 0, 0], [0, 0, 1, 0, 0, 1, 0, 0], [3, 0, 3, 3, 0, 8, 1, 0], [1, 0, 0, 1, 0, 7, 0, 1], [1, 0, 0, 1, 0, 6, 0, 1]]",openssl-101f,O3,mips,./data/decomp/openssl-101f_mips_gcc_O3_extraction/BN_GF2m_mod_arr@006245c0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O3.ida,BN_GF2m_mod_div,"[[9], [0], [0], [15], [2, 3], [8, 2], [5, 21], [11], [4, 7], [20], [9], [16, 12], [26, 11], [1, 10], [2, 13], [13], [18], [19, 12], [17, 22], [18], [], [20], [24, 23], [24], [17], [15], [25, 14], [28, 21], [21, 6]]",29,"[[5, 0, 2, 1, 1, 9, 0, 1], [1, 0, 3, 0, 0, 2, 0, 1], [0, 0, 3, 0, 0, 1, 0, 0], [0, 0, 7, 0, 0, 2, 0, 1], [1, 0, 9, 0, 0, 2, 0, 1], [1, 0, 24, 1, 0, 3, 0, 0], [5, 0, 26, 2, 2, 14, 0, 2], [2, 0, 20, 2, 0, 5, 0, 0], [1, 0, 23, 0, 0, 2, 0, 1], [0, 0, 1, 0, 1, 5, 0, 2], [0, 0, 2, 0, 1, 9, 1, 2], [1, 0, 20, 1, 0, 3, 0, 0], [2, 0, 20, 2, 0, 3, 0, 1], [0, 0, 5, 0, 0, 2, 0, 0], [0, 0, 7, 0, 0, 2, 1, 0], [1, 0, 6, 1, 0, 4, 1, 0], [1, 0, 20, 0, 0, 1, 0, 0], [2, 0, 20, 1, 0, 3, 0, 1], [0, 0, 20, 0, 0, 3, 2, 0], [0, 0, 20, 0, 0, 2, 0, 1], [1, 0, 0, 1, 1, 14, 0, 2], [0, 0, 1, 0, 0, 1, 0, 0], [1, 0, 20, 0, 0, 2, 0, 0], [0, 0, 20, 1, 0, 2, 0, 0], [1, 0, 20, 1, 0, 1, 0, 0], [1, 0, 7, 1, 0, 1, 0, 0], [1, 0, 10, 0, 0, 3, 1, 0], [3, 0, 28, 1, 2, 25, 0, 2], [0, 0, 27, 0, 1, 8, 0, 1]]",openssl-101f,O3,mips,./data/decomp/openssl-101f_mips_gcc_O3_extraction/BN_GF2m_mod_div@006262f0.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O3.ida,BN_GF2m_mod_div_arr,"[[24], [0, 19], [31], [33, 2], [27], [4, 29], [], [6], [6], [11], [9, 18], [32, 17], [26, 11], [5, 30], [35, 13], [8, 10], [32, 23], [16, 32], [26], [14, 31], [1], [20, 22], [20], [3, 30], [1, 21], [24], [8, 12], [7], [27], [28], [28], [25, 19], [7], [36, 30], [5], [34], [34]]",37,"[[0, 0, 21, 0, 0, 2, 0, 1], [2, 0, 21, 1, 0, 3, 0, 1], [2, 0, 21, 2, 0, 5, 0, 0], [1, 0, 24, 0, 0, 2, 0, 1], [0, 0, 3, 0, 1, 8, 1, 2], [0, 0, 6, 0, 0, 2, 0, 0], [1, 0, 0, 1, 1, 15, 0, 2], [0, 0, 1, 0, 1, 5, 0, 2], [0, 0, 1, 0, 0, 1, 0, 0], [0, 0, 30, 0, 0, 1, 0, 0], [1, 0, 35, 0, 1, 9, 0, 2], [0, 0, 29, 0, 2, 9, 0, 2], [0, 0, 33, 0, 0, 3, 0, 1], [0, 0, 8, 0, 0, 2, 1, 0], [1, 0, 11, 0, 0, 3, 1, 0], [3, 0, 36, 1, 2, 27, 0, 2], [5, 0, 27, 2, 2, 14, 0, 2], [0, 0, 28, 0, 1, 7, 0, 1], [2, 0, 33, 1, 0, 3, 0, 1], [2, 0, 21, 2, 0, 3, 0, 1], [1, 0, 21, 1, 0, 1, 0, 0], [1, 0, 21, 0, 0, 2, 0, 0], [0, 0, 21, 1, 0, 2, 0, 0], [1, 0, 25, 1, 0, 3, 0, 0], [0, 0, 21, 0, 0, 3, 2, 0], [1, 0, 21, 0, 0, 1, 0, 0], [1, 0, 33, 1, 1, 6, 0, 1], [0, 0, 2, 0, 1, 5, 0, 2], [5, 0, 3, 1, 1, 9, 0, 1], [0, 0, 4, 0, 0, 2, 1, 1], [0, 0, 4, 0, 0, 1, 0, 0], [1, 0, 21, 1, 0, 3, 0, 0], [0, 0, 2, 0, 0, 1, 0, 0], [1, 0, 10, 0, 0, 2, 0, 1], [1, 0, 7, 1, 0, 4, 1, 0], [1, 0, 8, 1, 0, 1, 0, 0], [0, 0, 8, 0, 0, 2, 0, 1]]",openssl-101f,O3,mips,./data/decomp/openssl-101f_mips_gcc_O3_extraction/BN_GF2m_mod_div_arr@00626508.c
C:\Users\weeyu\OneDrive\Desktop\Gencoding-master\raw-feature-extractor\ida_data\openssl-101f_mips_gcc_O3.ida,BN_GF2m_mod_mul,"[[6], [0, 3], [21], [25, 2], [10], [11, 4], [9, 7], [8, 6], [16, 22], [12], [], [10], [14, 23], [12], [17, 18], [5], [25, 15], [18], [23], [], [24, 19], [5], [21], [13, 7], [1, 25], [11]]",26,"[[2, 0, 19, 2, 0, 5, 0, 0], [1, 0, 22, 0, 0, 2, 0, 1], [0, 0, 5, 0, 0, 2, 0, 1], [1, 0, 7, 0, 0, 2, 0, 1], [0, 0, 1, 0, 1, 10, 0, 2], [1, 0, 3, 0, 0, 2, 0, 0], [1, 0, 19, 1, 0, 3, 0, 0], [2, 0, 19, 2, 0, 3, 0, 1], [1, 0, 9, 0, 0, 3, 1, 0], [1, 0, 19, 0, 0, 1, 0, 0], [1, 0, 0, 1, 1, 14, 0, 2], [4, 0, 1, 1, 1, 8, 0, 1], [0, 0, 19, 0, 0, 3, 2, 0], [0, 0, 19, 0, 0, 2, 0, 1], [1, 0, 19, 0, 0, 2, 0, 0], [0, 0, 4, 0, 0, 2, 1, 1], [0, 0, 6, 0, 0, 2, 0, 0], [0, 0, 19, 1, 0, 2, 0, 0], [1, 0, 19, 1, 0, 1, 0, 0], [1, 0, 0, 1, 0, 12, 0, 1], [8, 0, 25, 3, 2, 29, 0, 2], [1, 0, 4, 1, 0, 5, 1, 0], [1, 0, 5, 1, 0, 1, 0, 0], [2, 0, 19, 1, 0, 3, 0, 1], [1, 0, 23, 1, 0, 4, 0, 0], [1, 0, 2, 0, 0, 2, 0, 0]]",openssl-101f,O3,mips,./data/decomp/openssl-101f_mips_gcc_O3_extraction/BN_GF2m_mod_mul@006256f0.c
